Аарон
Ильгизяр
Ильгис
Ильдар
Ильдус
Илькин
Ильман
Ильмар
Ильмас
Ильмир
Ильназ
Ильнар
Ильнур
Ильсур
Ильфак
Ильфар
Ильфат
Ильфир
Ильхам
Ильхом
Ильшат
Илья
Ильяз
Ильяс
Илюс
Иляс
Имам
Имамутдин
Иман
Имеда
Имран
Ин
Инал
Инвер
Индус
Иннокентий
Иномжон
Инсаф
Интигам
Иоанн
Иоаннис
Ион
Ионас
Иосиф
Ипполит
Иракли
Ираклий
Ирбек
Ирек
Ирик
Ирфан
Иршат
Иса
Исаак
Исабек
Исай
Исак
Искандар
Искандер
Искендер
Ислам
Исламбек
Исламутдин
Ислом
Исломжон
Ислям
Исмагил
Исмагиль
Исмаил
Исмат
Исматулло
Исмет
Исмоил
Исраил
Исрапил
Исрафил
Исроил
Исса
Исхак
Ифтихар
Ихсан
Ихтияр
Ихтиёр
Ишмухамет
Ишхан
Йозеф
Йонас
Йусуф
Кабир
Каджик
Кади
Кадим
Кадир
Кадыр
Кадырбек
Кадыржан
Казар
Казбек
Кази
Казим
Казимагомед
Казимир
Казым
Каир
Каирбек
Каиржан
Кай
Кайрат
Калимулла
Калсын
Камал
Камалдин
Камалудин
Камалутдин
Камаль
Камандар
Камбулат
Камил
Камиль
Камо
Камол
Камолиддин
Камран
Канан
Канат
Канатбек
Кантемир
Каншоби
Каныбек
Капитон
Каплан
Каральби
Карам
Карапет
Карен
Карим
Каримула
Карл
Карлен
Карло
Карлос
Кармен
Каро
Кароматулло
Карп
Карэн
Касим
Каспар
Касум
Касым
Каха
Кахабер
Кахраман
Кахрамон
Каюм
Кеворк
Кежик
Кемал
Кемран
Кенан
Керим
Кермен
Кероп
Кестутис
Ким
Кириак
Кирил
Кирилл
Клавдий
Клаудио
Клаус
Клим
Климент
Климентий
Княз
Князь
Коба
Кобилжон
Козимжон
Коля
Комил
Комилджон
Комилжон
Комрон
Кондрат
Констанин
Константин
Корней
Корюн
Костантин
Кристиан
Кристофер
Куандык
Куаныш
Кубанычбек
Кудрат
Кузьма
Кумар
Кундуз
Курамагомед
Курбан
Курбанали
Курбангаджи
Курбанисмаил
Курбанмагомед
Курбонали
Курейш
Курман
Кшиштоф
Кылычбек
Кыялбек
Кюри
Кямал
Кямиль
Кямран
Кярам
Кярим
Лабазан
Лаврент
Лаврентий
Ладо
Лазарь
Ларион
Ласло
Латиф
Лачин
Лаша
Лев
Лева
Леван
Левани
Левент
Левик
Левон
Лема
Ленар
Ленур
Лео
Леон
Леонард
Леонардо
Леонид
Леонтий
Леопольд
Лери
Лерник
Леча
Лечи
Лиджи
Лилит
Лин
Линар
Линур
Лион
Липарит
Лиуан
Логман
Ломали
Лука
Лукман
Лукьян
Лутфулло
Любомир
Людвиг
Людвик
Лёва
Маариф
Мавлет
Мавлит
Магамед
Магамет
Магарам
Магафур
Магдан
Магди
Магеррам
Магир
Магомед
Магомедали
Магомедамин
Магомедарип
Магомедбашир
Магомедбек
Магомедгаджи
Магомедзагид
Магомедзагир
Магомедзапир
Магомедкамил
Магомедкамиль
Магомедмурад
Магомеднаби
Магомеднур
Магомедрасул
Магомедсаид
Магомедсайгид
Магомедсалам
Магомедсултан
Магомедтагир
Магомедхабиб
Магомедхан
Магомедшапи
Магомедшарип
Магомедэмин
Магомет
Магсуд
Магсум
Мадат
Маджид
Маджит
Мадин
Мажид
Мажит
Мазахир
Мазгар
Мазит
Маил
Маир
Маирбек
Маис
Майис
Майрам
Майрамбек
Майрбек
Макар
Маким
Макич
Макс
Максад
Максат
Максатбек
Максим
Максимилиан
Максуд
Максум
Максут
Макшарип
Малик
Малхаз
Малхази
Мамаду
Мамед
Мамедали
Мамикон
Мамука
Манас
Манаф
Манвел
Маннур
Манолис
Мансаф
Мансур
Мансурбек
Мансурджон
Мансуржон
Манук
Манучар
Манучехр
Мануэль
Мара
Марат
Марван
Маргар
Мардан
Марек
Мари
Мариан
Марик
Марин
Марис
Мариф
Мариян
Марк
Марко
Маркс
Маркус
Марлен
Марс
Марсель
Марсил
Марсиль
Мартик
Мартин
Мартирос
Мартун
Мартын
Маруф
Марчел
Марья
Марьян
Масгут
Масис
Мастон
Масуд
Масхуд
Масхут
Матвей
Матевос
Матлаб
Маулитьян
Махабат
Махаббат
Махарбек
Махач
Махди
Махир
Махмад
Махмадали
Махмадулло
Махмадшариф
Махмуд
Махмуджон
Махмут
Махсуд
Махти
Мачраил
Мгер
Медербек
Медетбек
Меджид
Мелик
Мелис
Мелкон
Мемет
Менги
Мераб
Мераби
Мерген
Мердан
Меружан
Месроп
Метин
Мехак
Мехди
Мехман
Мехмет
Мехти
Мечислав
Мигран
Мидехат
Мидхат
Микаел
Микаил
Микаэл
Микаэль
Милан
Милорад
Милош
Мин
Мина
Минас
Минатулла
Минахмет
Мингали
Мингиян
Миндаугас
Миниахмет
Минислам
Минияр
Минкаил
Миннулла
Миннур
Минсагит
Минулла
Миодраг
Мир
Мирали
Миран
Мират
Мирбек
Мирза
Мирзабек
Мирзамагомед
Мирзахан
Мирзо
Мирзохид
Мириан
Мирко
Мирлан
Мирон
Мирослав
Мирхат
Мисак
Митрофан
Михаел
Михаил
Михаилс
Михайл
Михал
Михаэль
Мичил
Миша
Мишель
Мнир
Мовлади
Мовлди
Мовсар
Мовсес
Модест
Моисей
Морис
Мохамад
Мохамед
Мохаммед
Мохмад
Мраз
Мстислав
Муаед
Мубарак
Мубариз
Мугутдин
Мударис
Музафар
Музаффар
Мукаил
Мукимжон
Мулланур
Мумин
Мунавир
Мунир
Мунко
Мурад
Муради
Мурадин
Мурадхан
Мураз
Мурат
Муратбек
Мурзабек
Мурман
Мурод
Муродали
Муроджон
Мурсал
Муртаз
Муртаза
Муртазали
Муртази
Муртуз
Муртузали
Муса
Мусавир
Муслим
Мусса
Мустапа
Мустафа
Мустафо
Муся
Муталиб
Мухадин
Мухажир
Мухамад
Мухамат
Мухамед
Мухамет
Мухаммад
Мухаммадали
Мухаммаджон
Мухаммат
Мухаммед
Мухаммет
Мухарам
Мухарбек
Мухарби
Мухарбий
Мухиддин
Мухидин
Мухмад
Мухриддин
Мухсин
Мухтар
Мушвиг
Мушег
Мушфиг
Мхитар
Мэлс
Мянсур
Мясник
Наби
Набигула
Набиулла
Набиюлла
Навруз
Нагапет
Нагашбай
Наги
Нагим
Надер
Наджаф
Надим
Надир
Надыр
Нажип
Нажмудин
Нажмутдин
Назар
Назарбек
Назарий
Назиб
Назим
Назип
Назир
Назиф
Назым
Наиб
Наил
Наиль
Наим
Наимджон
Наири
Наиф
Накип
Нальбий
Намиг
Намик
Намсарай
Наран
Наргиз
Нарек
Нариман
Наркис
Насиб
Насибулла
Насим
Насимджон
Насими
Насир
Насих
Насрудин
Насрула
Насрулла
Натан
Натиг
Натик
Наум
Науруз
Нафис
Нахид
Нвер
Нельсон
Немат
Ненад
Нерсес
Нестер
Нестор
Ниджат
Низам
Низами
Низамудин
Никанор
Никита
Никифор
Нико
Никола
Николай
Николайс
Николаос
Николас
Николоз
Никон
Нил
Нила
Ниль
Нима
Нинель
Нисон
Нияз
Ниязи
Новруз
Нодар
Нодари
Нодир
Нодирбек
Нозимжон
Нораир
Норайр
Норик
Нофал
Нугзар
Нугзари
Нукри
Нураддин
Нурали
Нурбек
Нурбий
Нургазы
Нургали
Нургаян
Нурди
Нурдин
Нуржан
Нури
Нуриддин
Нуридин
Нуриман
Нурислам
Нурислям
Нуритдин
Нурлан
Нурланбек
Нурмагомед
Нурмухамед
Нурмухамет
Нурсултан
Нурудин
Нурулла
Нурулло
Нурутдин
Нусрат
Нусратулло
Нусрет
Нух
Ншан
Ньургун
Нюргун
Нюргустан
Обиджон
Оваким
Ованес
Ованнес
Овик
Овсеп
Оганез
Оганес
Оганнес
Одил
Одилжон
Одиссей
Ойбек
Ойген
Октавиан
Октай
Олег
Олесь
Оливер
Олим
Олимджон
Олимжон
Олтан
Омак
Омар
Омарасхаб
Омаргаджи
Омари
Омер
Омурбек
Оник
Орест
Ориф
Орифджон
Орлан
Орозбек
Орудж
Осип
Оскар
Осман
Остап
Отабек
Отар
Отари
Отто
Очир
Паата
Павел
Павелс
Павлик
Пайзула
Пайлак
Панах
Пантелей
Пантелеймон
Пап
Парвиз
Парвин
Паргев
Паруйр
Патвакан
Патрик
Пауль
Пахрудин
Паша
Петp
Петер
Петр
Петрос
Петру
Питер
Платон
Погос
Полад
Поликарп
Предраг
Прокопий
Прокофий
Прохор
Пулат
Пшимаф
Пётр
Рабадан
Рабазан
Рабис
Равель
Равил
Равиль
Равис
Равкат
Равхат
Равшан
Равшанбек
Рагиб
Рагим
Рагиф
Радж
Раджа
Раджаб
Раджабали
Раджеш
Раджи
Радий
Радик
Радим
Радимир
Радион
Радис
Радислав
Радиф
Радмир
Радомир
Радослав
Раду
Ражаб
Ражап
Разил
Разиль
Разим
Разит
Разиф
Размик
Разяп
Раид
Раил
Раиль
Раим
Раис
Раиф
Раймонд
Райнер
Райнур
Райхан
Ракип
Ракиф
Ралиф
Ральф
Рамаз
Рамазан
Рамази
Раман
Рамзан
Рамзес
Рамзи
Рамзил
Рамзиль
Рамзис
Рамидин
Рамиз
Рамил
Рамиль
Рамин
Рамис
Ранас
Раниль
Ранис
Раниф
Рантик
Расил
Расиль
Расим
Расих
Растам
Растем
Растислав
Растям
Расул
Расуль
Расых
Ратмир
Рауиль
Раули
Рауль
Рауф
Раушан
Рафаел
Рафаель
Рафаил
Рафаиль
Рафат
Рафаэл
Рафаэль
Рафгат
Рафек
Рафиг
Рафид
Рафиз
Рафик
Рафил
Рафиль
Рафинат
Рафис
Рафит
Рафкат
Рафхат
Рахиб
Рахим
Рахимджан
Рахимджон
Рахимжан
Рахимжон
Рахимзян
Рахимьян
Рахман
Рахмат
Рахматулла
Рахматулло
Рахмонали
Рач
Рачик
Рачья
Рашад
Рашат
Рашид
Рашит
Раян
Раят
Реваз
Ревази
Реваль
Рево
Редван
Реджеп
Реза
Резван
Резо
Резуан
Рейн
Рейнгольд
Рем
Ремзи
Ренад
Ренальд
Ренат
Рефат
Решат
Решит
Рза
Рибхат
Риваль
Ривкат
Ридван
Риза
Ризван
Ризуан
Рим
Римантас
Ринад
Риназ
Ринас
Ринат
Ринчин
Риф
Рифат
Рифать
Рифгат
Рифкат
Рифкать
Рифнур
Рифхат
Рихард
Ричард
Ришад
Ришат
Роальд
Роберт
Роберто
Ровшан
Родион
Розалин
Роин
Ролан
Роланд
Роландас
Роланди
Ромазан
Роман
Романи
Ромас
Ромен
Ромео
Ромик
Ромуальд
Рональд
Ростам
Ростислав
Ростом
Ростям
Роял
Рубен
Рубик
Рубин
Рувим
Рудик
Рудольф
Рузалин
Рузаль
Рузан
Рузель
Рузибой
Рузиль
Рукман
Румиль
Рунар
Руслан
Русланбек
Рустам
Рустамбек
Рустамджон
Рустамжон
Рустем
Рустэм
Рустям
Руфат
Рушан
Рушат
Рэм
Рюрик
Ряхим
Ряшид
Ряшит
Саад
Саадула
Саак
Сабан
Сабир
Сабиржан
Сабирзян
Сабирьян
Сабит
Сабри
Сабухи
Саварбек
Савва
Савелий
Савр
Сагадат
Сагид
Сагидулла
Сагит
Сагындык
Сади
Садиг
Садик
Садраддин
Садриддин
Садык
Садых
Саид
Саидахмед
Саидбек
Саиджон
Саидмагомед
Саидмурод
Саипжан
Саит
Сайгид
Сайдали
Сайдаш
Сайдулла
Сайпудин
Сайпула
Сайфиддин
Сайфулла
Сайфулло
Сайхан
Сакен
Сакит
Салават
Салавди
Салам
Саламбек
Саламу
Салауди
Салаудин
Салах
Салех
Салим
Салимжан
Салимзян
Салимхан
Салимьян
Салих
Салихзян
Салман
Салохиддин
Самад
Самандар
Самат
Самбу
Самвел
Самед
Сами
Самигулла
Самид
Самир
Самсон
Самуил
Самур
Санал
Санан
Санасар
Санат
Санвел
Сангаджи
Санджар
Санджи
Сандро
Санжар
Санжарбек
Сансызбай
Сапар
Сапарбек
Сарат
Сарван
Сарвар
Саргис
Сардар
Сардор
Сардорбек
Сарибек
Саркис
Сармат
Саро
Сарраф
Сархан
Сасун
Саттар
Саттор
Саулюс
Сафа
Сафар
Сафарали
Сафарбек
Сафарби
Сафарбий
Сафер
Сафиулла
Сафуан
Сахават
Сахиб
Сахил
Саявуш
Саяд
Саян
Саяр
Саят
Св
Светозар
Светослав
Святослав
Сеpгей
Севада
Севак
Севан
Севастьян
Севдин
Северьян
Сегей
Сегрей
Седрак
Сеймур
Сейран
Сейфаддин
Сейфулла
Селим
Селимхан
Семен
Семён
Сеник
Сеогей
Серажутдин
Серафим
Сервер
Серге
Сергеи
Сергей
Сергейс
Серго
Сердар
Серджиу
Серегей
Серегй
Сережа
Серей
Серж
Сержик
Серик
Серкан
Сероб
Сероп
Серёжа
Сетрак
Сидор
Симон
Синан
